,Unnamed: 0,Hanzi,Meaning,Reading,Color,Mean Word,Sound,Traditional,Silhouette,Traditional_Colored
292,292,航行,to sail<br>to fly<br>to navigate,<span class = 'tone2'>hángxíng</span>,<span class = 'tone2'>航行</span>,,,航行,_ _,<span class = 'tone2'>航行</span>
293,293,罗盘,compass,"<span class = 'tone5'>""</span><span class = 'tone2'>luópán </span><span class = 'tone5'>""</span>",<span class = 'tone5'>罗</span><span class = 'tone2'>盘</span>,,[sound:罗盘_google_zh-CN.mp3],羅盤,_ _,<span class = 'tone5'>羅</span><span class = 'tone2'>盤</span>
294,294,搜查,"to search (of police, customs, etc)",<span class = 'tone1'>sōu</span><span class = 'tone2'>chá</span>,<span class = 'tone1'>搜</span><span class = 'tone2'>查</span>,,,搜查,_ _,<span class = 'tone1'>搜</span><span class = 'tone2'>查</span>
295,295,不顾,despite...<br>inspite of...,<span class = 'tone4'>bùgù</span>,<span class = 'tone4'>不顾</span>,,,不顧,_ _,<span class = 'tone4'>不顧</span>
296,296,割破,to cut (skin)<br>a cut,<span class = 'tone1'>gē</span><span class = 'tone4'>pò</span>,<span class = 'tone1'>割</span><span class = 'tone4'>破</span>,,,割破,_ _,<span class = 'tone1'>割</span><span class = 'tone4'>破</span>
297,297,花生,peanut,<span class = 'tone1'>huāshēng</span>,<span class = 'tone1'>花生</span>,,,花生,_ _,<span class = 'tone1'>花生</span>
298,298,蜂蜜,honey,<span class = 'tone1'>fēng</span><span class = 'tone4'>mì</span>,<span class = 'tone1'>蜂</span><span class = 'tone4'>蜜</span>,,,蜂蜜,_ _,<span class = 'tone1'>蜂</span><span class = 'tone4'>蜜</span>
299,299,幻想,fantasy<br>delusion,<span class = 'tone4'>huàn</span><span class = 'tone3'>xiǎng</span>,<span class = 'tone4'>幻</span><span class = 'tone3'>想</span>,,,幻想,_ _,<span class = 'tone4'>幻</span><span class = 'tone3'>想</span>
300,300,皇后,empress<br>imperial consort,<span class = 'tone2'>huáng</span><span class = 'tone4'>hòu</span>,<span class = 'tone2'>皇</span><span class = 'tone4'>后</span>,,,皇后,_ _,<span class = 'tone2'>皇</span><span class = 'tone4'>后</span>
301,301,提升,"to promote (at job, not 升职)",<span class = 'tone2'>tí</span><span class = 'tone1'>shēng</span>,<span class = 'tone2'>提</span><span class = 'tone1'>升</span>,,,提升,_ _,<span class = 'tone2'>提</span><span class = 'tone1'>升</span>
302,302,决心,determination<br>resolution<br>determined<br>resolute,<span class = 'tone2'>jué</span><span class = 'tone1'>xīn</span>,<span class = 'tone2'>决</span><span class = 'tone1'>心</span>,,,決心,_ _,<span class = 'tone2'>決</span><span class = 'tone1'>心</span>
303,303,下定决心要...,"""to make up one's mind to...""",<span class = 'tone4'>xiàdìng </span><span class = 'tone2'>jué</span><span class = 'tone1'>xīn </span><span class = 'tone4'>yào</span><span class = 'tone5'>...</span>,<span class = 'tone4'>下定</span><span class = 'tone5'>决</span><span class = 'tone2'>心</span><span class = 'tone1'>要</span><span class = 'tone5'>...</span>,,,下定決心要...,_ _ _ _ _ ...,<span class = 'tone4'>下定</span><span class = 'tone5'>決</span><span class = 'tone2'>心</span><span class = 'tone1'>要</span><span class = 'tone5'>...</span>
304,304,留宿一晚,to stay an evening (w/ l),<span class = 'tone2'>liú</span><span class = 'tone4'>sù </span><span class = 'tone1'>yī </span><span class = 'tone3'>wǎn</span>,<span class = 'tone2'>留</span><span class = 'tone4'>宿</span><span class = 'tone5'>一</span><span class = 'tone1'>晚</span>,,,留宿一晚,_ _ _ _,<span class = 'tone2'>留</span><span class = 'tone4'>宿</span><span class = 'tone5'>一</span><span class = 'tone1'>晚</span>
305,305,留宿,to stay overnight<br>to put up a guest,<span class = 'tone2'>liú</span><span class = 'tone4'>sù</span>,<span class = 'tone2'>留</span><span class = 'tone4'>宿</span>,,,留宿,_ _,<span class = 'tone2'>留</span><span class = 'tone4'>宿</span>
306,306,建造,"to build, construct (an item)",<span class = 'tone4'>jiànzào</span>,<span class = 'tone4'>建造</span>,,,建造,_ _,<span class = 'tone4'>建造</span>
307,307,胶水,glue,<span class = 'tone1'>jiāo</span><span class = 'tone3'>shuǐ</span>,<span class = 'tone1'>胶</span><span class = 'tone3'>水</span>,,,膠水,_ _,<span class = 'tone1'>膠</span><span class = 'tone3'>水</span>
308,308,间隙,a gap (w/ j),<span class = 'tone4'>jiànxì</span>,<span class = 'tone4'>间隙</span>,,,間隙,_ _,<span class = 'tone4'>間隙</span>
309,309,填,"to fill (a gap, cavity)<br>to fill in (a form)",<span class = 'tone2'>tián</span>,<span class = 'tone2'>填</span>,,,填,_,<span class = 'tone2'>填</span>
310,310,浓,"thick (as in concentrated, dense)",<span class = 'tone2'>nóng</span>,<span class = 'tone2'>浓</span>,,,濃,_,<span class = 'tone2'>濃</span>
311,311,稀,"thin (as in watery, sparse)",<span class = 'tone1'>xī</span>,<span class = 'tone1'>稀</span>,,,稀,_,<span class = 'tone1'>稀</span>
312,312,飞船,spaceship<br>airship,<span class = 'tone1'>fēi</span><span class = 'tone2'>chuán</span>,<span class = 'tone1'>飞</span><span class = 'tone2'>船</span>,,,飛船,_ _,<span class = 'tone1'>飛</span><span class = 'tone2'>船</span>
313,313,英尺,foot (0.3 meters),<span class = 'tone1'>yīng</span><span class = 'tone3'>chǐ</span>,<span class = 'tone1'>英</span><span class = 'tone3'>尺</span>,,,英尺,_ _,<span class = 'tone1'>英</span><span class = 'tone3'>尺</span>
314,314,气体,a gas (n.),<span class = 'tone4'>qì</span><span class = 'tone3'>tǐ</span>,<span class = 'tone4'>气</span><span class = 'tone3'>体</span>,,,氣體,_ _,<span class = 'tone4'>氣</span><span class = 'tone3'>體</span>
315,315,地下室,basement,<span class = 'tone4'>dìxià shì</span>,<span class = 'tone4'>地下</span><span class = 'tone5'>室</span>,,,地下室,_ _ _,<span class = 'tone4'>地下</span><span class = 'tone5'>室</span>
316,316,我来了你的家,I came to your house. (了 past tense loc.),<span class = 'tone3'>wǒ </span><span class = 'tone2'>lái</span><span class = 'tone5'>le </span><span class = 'tone3'>nǐ </span><span class = 'tone5'>de </span><span class = 'tone1'>jiā</span>,<span class = 'tone3'>我</span><span class = 'tone5'>来</span><span class = 'tone2'>了</span><span class = 'tone5'>你的</span><span class = 'tone3'>家</span>,,,我來了你的家,_ _ _ _ _ _,<span class = 'tone3'>我</span><span class = 'tone5'>來</span><span class = 'tone2'>了</span><span class = 'tone5'>你的</span><span class = 'tone3'>家</span>
317,317,我来你的家了,"""I've come to your house. (了change of state loc)""",<span class = 'tone3'>wǒ </span><span class = 'tone2'>lái </span><span class = 'tone3'>nǐ </span><span class = 'tone5'>de </span><span class = 'tone1'>jiā</span><span class = 'tone5'>le</span>,<span class = 'tone3'>我</span><span class = 'tone5'>来</span><span class = 'tone2'>你</span><span class = 'tone5'>的</span><span class = 'tone3'>家</span><span class = 'tone5'>了</span>,,,我來你的家了,_ _ _ _ _ _,<span class = 'tone3'>我</span><span class = 'tone5'>來</span><span class = 'tone2'>你</span><span class = 'tone5'>的</span><span class = 'tone3'>家</span><span class = 'tone5'>了</span>
318,318,瑞典,Sweden,<span class = 'tone5'>Ruì</span><span class = 'tone3'>diǎn</span>,<span class = 'tone5'>瑞</span><span class = 'tone3'>典</span>,,,瑞典,_ _,<span class = 'tone5'>瑞</span><span class = 'tone3'>典</span>
319,319,助词,particle (grammatical),<span class = 'tone4'>zhù</span><span class = 'tone2'>cí</span>,<span class = 'tone4'>助</span><span class = 'tone2'>词</span>,,,助詞,_ _,<span class = 'tone4'>助</span><span class = 'tone2'>詞</span>
320,320,时态,(verb) tense,<span class = 'tone2'>shí</span><span class = 'tone4'>tài</span>,<span class = 'tone2'>时</span><span class = 'tone4'>态</span>,,,時態,_ _,<span class = 'tone2'>時</span><span class = 'tone4'>態</span>
321,321,现在时态,present tense,<span class = 'tone4'>xiànzài </span><span class = 'tone2'>shí </span><span class = 'tone4'>tài</span>,<span class = 'tone4'>现在</span><span class = 'tone5'>时</span><span class = 'tone2'>态</span>,,,現在時態,_ _ _ _,<span class = 'tone4'>現在</span><span class = 'tone5'>時</span><span class = 'tone2'>態</span>
322,322,过去时,past tense,<span class = 'tone4'>guòqù </span><span class = 'tone2'>shí</span>,<span class = 'tone4'>过去</span><span class = 'tone5'>时</span>,,,過去時,_ _ _,<span class = 'tone4'>過去</span><span class = 'tone5'>時</span>
323,323,将来时,future tense,<span class = 'tone1'>jiāng</span><span class = 'tone2'>lái shí</span>,<span class = 'tone1'>将</span><span class = 'tone2'>来</span><span class = 'tone5'>时</span>,,,將來時,_ _ _,<span class = 'tone1'>將</span><span class = 'tone2'>來</span><span class = 'tone5'>時</span>
324,324,额外,extra (w/ e),<span class = 'tone2'>é</span><span class = 'tone4'>wài</span>,<span class = 'tone2'>额</span><span class = 'tone4'>外</span>,,,額外,_ _,<span class = 'tone2'>額</span><span class = 'tone4'>外</span>
325,325,额外支付,to pay extra<br>additional payment,"<span class = 'tone5'>""</span><span class = 'tone2'>é</span><span class = 'tone4'>wài </span><span class = 'tone1'>zhī</span><span class = 'tone4'>fù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>额</span><span class = 'tone2'>外</span><span class = 'tone4'>支</span><span class = 'tone5'>付</span>,,[sound:额外支付_google_zh-CN.mp3],額外支付,_ _ _ _,<span class = 'tone5'>額</span><span class = 'tone2'>外</span><span class = 'tone4'>支</span><span class = 'tone5'>付</span>
326,326,响,ring (sound)<br>to ring<br>echo,<span class = 'tone3'>xiǎng</span>,<span class = 'tone3'>响</span>,,,響,_,<span class = 'tone3'>響</span>
327,327,倒时差,jetlag,<span class = 'tone3'>dǎo </span><span class = 'tone2'>shí</span><span class = 'tone1'>chā</span>,<span class = 'tone3'>倒</span><span class = 'tone5'>时</span><span class = 'tone2'>差</span>,,,倒時差,_ _ _,<span class = 'tone3'>倒</span><span class = 'tone5'>時</span><span class = 'tone2'>差</span>
328,328,维度,dimension (math)<br>dimensionality,"<span class = 'tone5'>""</span><span class = 'tone2'>wéi</span><span class = 'tone4'>dù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>维</span><span class = 'tone2'>度</span>,,[sound:维度_google_zh-CN.mp3],維度,_ _,<span class = 'tone5'>維</span><span class = 'tone2'>度</span>
329,329,昏迷,coma<br>to be in a coma,<span class = 'tone1'>hūn</span><span class = 'tone2'>mí</span>,<span class = 'tone1'>昏</span><span class = 'tone2'>迷</span>,,,昏迷,_ _,<span class = 'tone1'>昏</span><span class = 'tone2'>迷</span>
330,330,万一,what if... (something undesireable and highly unlikely)<br>in the unlikely event that...,<span class = 'tone4'>wàn</span><span class = 'tone1'>yī</span>,<span class = 'tone4'>万</span><span class = 'tone1'>一</span>,,,萬一,_ _,<span class = 'tone4'>萬</span><span class = 'tone1'>一</span>
331,331,报警,to call the police,<span class = 'tone4'>bào</span><span class = 'tone3'>jǐng</span>,<span class = 'tone4'>报</span><span class = 'tone3'>警</span>,,,報警,_ _,<span class = 'tone4'>報</span><span class = 'tone3'>警</span>
332,332,...以防万一,...just in case,"<span class = 'tone5'>""</span><span class = 'tone3'>yǐ </span><span class = 'tone2'>fáng </span><span class = 'tone4'>wàn </span><span class = 'tone1'>yī </span><span class = 'tone5'>""</span>",<span class = 'tone5'>...</span><span class = 'tone3'>以</span><span class = 'tone5'>防</span><span class = 'tone2'>万</span><span class = 'tone5'>一</span>,,[sound:以防万一_google_zh-CN.mp3],...以防萬一,..._ _ _ _,<span class = 'tone5'>...</span><span class = 'tone3'>以</span><span class = 'tone5'>防</span><span class = 'tone2'>萬</span><span class = 'tone5'>一</span>
333,333,相符,is consistent with<br>to match (not 相配),<span class = 'tone1'>xiāng</span><span class = 'tone2'>fú</span>,<span class = 'tone1'>相</span><span class = 'tone2'>符</span>,,,相符,_ _,<span class = 'tone1'>相</span><span class = 'tone2'>符</span>
334,334,攀岩,rock climbing,<span class = 'tone1'>pān</span><span class = 'tone2'>yán</span>,<span class = 'tone1'>攀</span><span class = 'tone2'>岩</span>,,,攀巖,_ _,<span class = 'tone1'>攀</span><span class = 'tone2'>巖</span>
335,335,语音书,audiobook,<span class = 'tone3'>yǔ</span><span class = 'tone1'>yīn shū</span>,<span class = 'tone3'>语</span><span class = 'tone1'>音</span><span class = 'tone5'>书</span>,,,語音書,_ _ _,<span class = 'tone3'>語</span><span class = 'tone1'>音</span><span class = 'tone5'>書</span>
336,336,脚踏,pedal (n.),<span class = 'tone3'>jiǎo</span><span class = 'tone4'>tà</span>,<span class = 'tone3'>脚</span><span class = 'tone4'>踏</span>,,,腳踏,_ _,<span class = 'tone3'>腳</span><span class = 'tone4'>踏</span>
337,337,踩脚踏,to pedal,<span class = 'tone3'>cǎi jiǎo </span><span class = 'tone4'>tà</span>,<span class = 'tone3'>踩</span><span class = 'tone5'>脚</span><span class = 'tone3'>踏</span>,,,踩腳踏,_ _ _,<span class = 'tone3'>踩</span><span class = 'tone5'>腳</span><span class = 'tone3'>踏</span>
338,338,老套,hackneyed<br>well-worn<br>clichéd,<span class = 'tone3'>lǎo</span><span class = 'tone4'>tào</span>,<span class = 'tone3'>老</span><span class = 'tone4'>套</span>,,,老套,_ _,<span class = 'tone3'>老</span><span class = 'tone4'>套</span>
339,339,亲戚,relatives (family relation - not 家人),<span class = 'tone1'>qīn</span><span class = 'tone5'>qi</span>,<span class = 'tone1'>亲</span><span class = 'tone5'>戚</span>,,,親戚,_ _,<span class = 'tone1'>親</span><span class = 'tone5'>戚</span>
340,340,评价,"to evaluate, to assess<br>comments, reviews, opinions (not 评论)",<span class = 'tone2'>píng</span><span class = 'tone4'>jià</span>,<span class = 'tone2'>评</span><span class = 'tone4'>价</span>,,,評價,_ _,<span class = 'tone2'>評</span><span class = 'tone4'>價</span>
341,341,含量,content (as in quantity contained),<span class = 'tone2'>hán</span><span class = 'tone4'>liàng</span>,<span class = 'tone2'>含</span><span class = 'tone4'>量</span>,,,含量,_ _,<span class = 'tone2'>含</span><span class = 'tone4'>量</span>
342,342,蛋白质含量,protein content,<span class = 'tone4'>dàn</span><span class = 'tone2'>bái</span><span class = 'tone4'>zhì </span><span class = 'tone2'>hán</span><span class = 'tone4'>liàng</span>,<span class = 'tone4'>蛋</span><span class = 'tone2'>白</span><span class = 'tone4'>质</span><span class = 'tone5'>含</span><span class = 'tone2'>量</span>,,,蛋白質含量,_ _ _ _ _,<span class = 'tone4'>蛋</span><span class = 'tone2'>白</span><span class = 'tone4'>質</span><span class = 'tone5'>含</span><span class = 'tone2'>量</span>
343,343,谨慎,"cautious, prudent",<span class = 'tone3'>jǐn</span><span class = 'tone4'>shèn</span>,<span class = 'tone3'>谨</span><span class = 'tone4'>慎</span>,,,謹慎,_ _,<span class = 'tone3'>謹</span><span class = 'tone4'>慎</span>
344,344,布满,to be covered with (w/ b)<br>to be filled with,<span class = 'tone4'>bù</span><span class = 'tone3'>mǎn</span>,<span class = 'tone4'>布</span><span class = 'tone3'>满</span>,,,佈滿,_ _,<span class = 'tone4'>佈</span><span class = 'tone3'>滿</span>
345,345,台子,"counter (in a kitchen, etc...)","<span class = 'tone5'>""</span><span class = 'tone2'>tái </span><span class = 'tone5'>zi ""</span>",<span class = 'tone5'>台</span><span class = 'tone2'>子</span>,,[sound:台子_google_zh-CN.mp3],臺子,_ _,<span class = 'tone5'>臺</span><span class = 'tone2'>子</span>
346,346,发电厂,power plant,<span class = 'tone1'>fā</span><span class = 'tone4'>diàn </span><span class = 'tone3'>chǎng</span>,<span class = 'tone1'>发</span><span class = 'tone4'>电</span><span class = 'tone5'>厂</span>,,,發電廠,_ _ _,<span class = 'tone1'>發</span><span class = 'tone4'>電</span><span class = 'tone5'>廠</span>
347,347,周末愉快!,Have a good weekend!,<span class = 'tone5'>Z</span><span class = 'tone1'>hōu</span><span class = 'tone4'>mò </span><span class = 'tone2'>yú</span><span class = 'tone4'>kuài</span><span class = 'tone5'>!</span>,<span class = 'tone5'>周</span><span class = 'tone1'>末</span><span class = 'tone4'>愉</span><span class = 'tone5'>快</span><span class = 'tone2'>!</span>,,,週末愉快!,_ _ _ _ !,<span class = 'tone5'>週</span><span class = 'tone1'>末</span><span class = 'tone4'>愉</span><span class = 'tone5'>快</span><span class = 'tone2'>!</span>
348,348,氢,hydrogen,<span class = 'tone1'>qīng</span>,<span class = 'tone1'>氢</span>,,,氫,_,<span class = 'tone1'>氫</span>
